PTF09foy  ,SNII      ,0.063,MATCHING  ,        ,23,17,10.6098,17,15,3.4956,23,17,10.9961,17,15,4.1314,5.571,0.104,6.98,0.13,0.04
PTF09fqa  ,SNII      ,0.0309,GAL.LINES ,        ,22,25,32.3664,18,59,41.604,22,25,33.0404,18,59,43.9451,9.842,0.067,6.284,0.043,0.04
PTF09fsr  ,SNIb      ,0.00777,SDSS      ,2009jf  ,23,4,53.0109,12,19,58.9073,23,4,56.6699,12,19,22.1977,64.981,0.13,10.73,0.021,0.10
PTF09g    ,SNII      ,0.04034,SDSS      ,2009bl  ,15,16,31.4769,54,27,35.248,15,16,31.4131,54,27,30.983,4.301,0.124,3.545,0.102,0.01
PTF09gof  ,SNII      ,0.1028,GAL.LINES ,        ,1,22,25.6406,3,38,8.1553,1,22,25.4766,3,38,8.8397,2.549,0.246,4.975,0.48,0.03
PTF09gpn  ,SNII      ,0.0154,GAL.LINES ,        ,3,43,43.3292,-17,8,43.287,3,43,43.5051,-17,8,40.4819,3.771,0.129,1.223,0.042,0.14
PTF09gtt  ,SNII      ,0.0409,GAL.LINES ,2009nu  ,2,20,37.7,2,24,12.9172,2,20,37.275,2,24,24.0185,12.799,0.183,10.687,0.153,0.03
PTF09gxq  ,SNIIb     ,0.0382,GAL.LINES ,        ,1,8,14.1852,-5,6,21.3106,1,8,13.9953,-5,6,23.1858,3.4,0.261,2.66,0.204,0.04
PTF09gyp  ,SNIIb     ,0.0463,GAL.LINES ,1885A   ,1,58,56.9142,-7,16,57.0569,1,58,56.9425,-7,16,57.054,0.421,0.205,0.395,0.193,0.02
PTF09hdo  ,SNII      ,0.047673,NED       ,        ,0,15,23.3956,30,43,19.4462,0,15,22.8166,30,43,16.2541,8.12,0.212,7.839,0.205,0.06
PTF09hnq  ,SNIIb     ,0.0273,SDSS      ,2014cf  ,23,1,52.8647,14,24,49.9122,23,1,52.9354,14,24,49.9331,1.028,0.148,0.582,0.084,0.09
PTF09hzg  ,SNII      ,0.02704,SDSS      ,        ,11,50,57.7407,21,11,49.5989,11,50,56.789,21,11,50.1626,13.322,0.168,7.478,0.094,0.04
PTF09iex  ,SNII      ,0.02,NED       ,2010K   ,12,2,46.8706,2,24,6.8828,12,2,46.9649,2,24,2.7011,4.414,0.217,1.848,0.091,0.02
PTF09ige  ,SNII      ,0.065,MATCHING  ,        ,8,55,34.2877,32,39,56.6986,8,55,34.1302,32,40,1.407,5.111,0.158,6.591,0.204,0.02
PTF09igz  ,SNII      ,0.086,SDSS      ,        ,8,53,56.6753,33,40,11.451,8,53,56.5749,33,40,10.6648,1.479,0.145,2.462,0.241,0.02
PTF09ij   ,SNII      ,0.124,GAL.LINES ,        ,14,32,14.7184,54,51,19.5289,14,32,14.7263,54,51,19.5502,0.072,0.518,0.165,1.19,0.01
PTF09inv  ,SNII      ,0.0554,NED       ,        ,14,4,21.4909,-4,3,40.1688,14,4,21.6113,-4,3,37.3756,3.324,0.633,3.695,0.704,0.04
PTF09iqd  ,SNIc      ,0.034054,NED       ,        ,2,35,23.2332,40,17,8.7097,2,35,22.8155,40,16,53.7636,15.692,0.122,11.0,0.086,0.06
PTF09ism  ,SNIIb     ,0.02931,SDSS      ,        ,11,44,35.9305,10,12,44.1749,11,44,35.3891,10,12,46.5941,8.351,0.195,5.067,0.118,0.06
PTF09ps   ,SNIc      ,0.1066,NED       ,2009ki  ,16,14,8.6428,55,41,41.1356,16,14,8.6331,55,41,41.6062,0.478,0.19,0.963,0.383,0.01
PTF09q    ,SNIc      ,0.09028,NED       ,2009bh  ,12,24,50.1554,8,25,57.5936,12,24,50.0128,8,26,1.2919,4.26,0.24,7.408,0.417,0.02
PTF09r    ,SNII      ,0.0274,GAL.LINES ,2009bj  ,14,18,58.6644,35,23,15.918,14,18,58.5972,35,23,15.2642,1.05,0.137,0.597,0.078,0.01
PTF09sh   ,SNII      ,0.037586,NED       ,        ,16,13,58.4293,39,31,57.8611,16,13,58.572,39,31,50.2046,7.833,0.137,6.035,0.106,0.01
PTF09sk   ,SNIc-BL   ,0.03615,SDSS      ,        ,13,30,51.1952,30,20,4.8379,13,30,51.1752,30,20,2.2186,2.632,0.16,1.954,0.119,0.01
PTF09t    ,SNII      ,0.038867,SDSS      ,2009bk  ,14,15,43.3115,16,11,58.8037,14,15,42.9375,16,12,0.3071,5.593,0.154,4.449,0.122,0.01
PTF09tm   ,SNIIn     ,0.03449,SDSS      ,        ,13,46,55.9577,61,33,15.4843,13,46,55.5074,61,33,17.267,3.678,0.111,2.61,0.079,0.02
PTF09uj   ,SNIIn     ,0.06498,SDSS      ,        ,14,20,11.2643,53,33,40.6584,14,20,10.8425,53,33,41.989,3.987,0.172,5.14,0.222,0.01
PTF09ut   ,SNIbc     ,0.0427,GAL.LINES ,        ,14,12,7.6646,74,45,46.966,14,12,7.1261,74,45,50.7661,4.353,0.125,3.787,0.109,0.03
PTF09uy   ,SLSN-IIn  ,0.3137,GAL.LINES ,        ,12,43,55.8505,74,41,7.9109,12,43,55.7166,74,41,7.6916,0.574,0.262,2.719,1.241,0.02
PTF10aaes ,SNIIn     ,0.033,GAL.LINES ,        ,2,7,10.0086,16,12,40.1645,2,7,9.8725,16,12,41.4432,2.341,0.206,1.592,0.14,0.05
PTF10aagc ,SLSN-I    ,0.206,GAL.LINES ,        ,9,39,56.9317,21,43,16.8355,9,39,56.9137,21,43,17.1782,0.425,0.114,1.481,0.397,0.02
PTF10aaho ,SNII      ,0.106,MATCHING  ,        ,2,11,1.2587,15,47,7.3295,2,11,1.1701,15,47,7.4386,1.283,0.118,2.572,0.237,0.08
PTF10aako ,SNIIb     ,0.071,MATCHING  ,        ,1,53,57.1899,13,33,6.4447,1,53,57.1906,13,33,6.1009,0.344,0.166,0.481,0.232,0.06
PTF10aauo ,SNIIb     ,0.03579,SDSS      ,        ,9,59,54.1891,68,6,2.1996,9,59,53.9132,68,6,4.3589,2.654,0.107,1.951,0.079,0.05
PTF10aauu ,SNII      ,0.053,MATCHING  ,        ,9,29,56.7025,35,21,52.3883,9,29,56.7276,35,21,43.4084,8.985,0.133,9.583,0.142,0.01
PTF10aauv ,SNII      ,0.0215,GAL.LINES ,        ,7,11,25.2062,49,56,33.472,7,11,25.1939,49,56,34.8907,1.424,0.09,0.64,0.04,0.06
PTF10aavz ,SNIc-BL   ,0.062,GAL.LINES ,        ,11,20,13.4364,3,44,43.8497,11,20,13.371,3,44,42.6109,1.578,0.169,1.948,0.209,0.05
PTF10aaxf ,SNIIn     ,0.01062,SDSS      ,2010jl  ,9,42,53.3198,9,29,42.3978,9,42,53.1263,9,29,30.7417,12.003,0.167,2.7,0.038,0.02
PTF10aazn ,SNIIn     ,0.017222,NED       ,2010jj  ,2,6,52.245,44,34,17.274,2,6,51.6076,44,34,17.8925,6.839,0.186,2.474,0.067,0.07
PTF10abav ,SNII      ,0.08481,SDSS      ,        ,8,31,17.421,10,20,27.2782,8,31,17.4448,10,20,27.3487,0.358,0.147,0.589,0.242,0.04
PTF10abca ,SNII      ,0.02427,SDSS      ,        ,2,40,13.9136,-8,46,26.1412,2,40,16.1182,-8,46,37.0855,34.466,0.151,17.423,0.076,0.02
PTF10abck ,SNIb      ,0.01426,NED       ,2010kc  ,23,20,22.2902,27,18,57.8578,23,20,22.5964,27,18,56.4527,4.315,0.087,1.297,0.026,0.11
PTF10abcl ,SNIIn     ,0.061,MATCHING  ,        ,23,15,36.7246,22,48,46.615,23,15,36.5156,22,48,48.7174,3.574,0.141,4.346,0.171,0.12
PTF10abkc ,SNII      ,0.0499,GAL.LINES ,        ,0,42,42.1718,-9,18,37.3993,0,42,42.1562,-9,18,38.1247,0.761,0.241,0.767,0.243,0.03
PTF10abmc ,SNII      ,0.0489,GAL.LINES ,        ,1,24,52.5015,-5,22,26.0029,1,24,52.6992,-5,22,24.3696,3.374,0.208,3.336,0.206,0.03
PTF10abpr ,SNII      ,0.0142,GAL.LINES ,2010kp  ,4,3,38.6719,70,45,16.1183,4,3,40.69,70,45,11.6374,10.938,0.042,3.275,0.013,0.29
PTF10abrq ,SNII      ,0.04047,SDSS      ,        ,8,1,17.5385,16,21,32.0641,8,1,17.8353,16,21,37.7867,7.141,0.086,5.903,0.071,0.03
PTF10absf ,SNII      ,0.069,GAL.LINES ,        ,3,43,27.6283,-12,48,39.3757,3,43,27.7505,-12,48,39.9078,1.865,0.169,2.541,0.23,0.07
PTF10abte ,SNII      ,0.048026,NED       ,        ,1,25,23.7094,10,10,29.6137,1,25,24.3361,10,10,23.988,10.829,0.171,10.528,0.166,0.09
PTF10abui ,SNIIn     ,0.052,MATCHING  ,        ,6,12,18.4676,-22,46,14.8876,6,12,18.7789,-22,46,22.1772,8.466,0.184,8.869,0.193,0.06
PTF10abyy ,SNII      ,0.0304,GAL.LINES ,        ,5,16,40.5337,6,47,53.7432,5,16,39.8096,6,47,40.6169,16.989,0.133,10.678,0.084,0.15
PTF10acbu ,SNIc      ,0.01014,SDSS      ,        ,14,0,47.1137,59,20,16.8486,14,0,45.7801,59,19,43.558,34.819,0.172,7.482,0.037,0.01
PTF10acfd ,SNIIn     ,0.193,MATCHING  ,        ,9,51,37.6743,1,31,16.748,9,51,37.6069,1,31,17.8342,1.484,0.113,4.914,0.374,0.03
PTF10acff ,SNIb      ,0.06087,SDSS      ,        ,11,22,58.3859,17,2,27.8491,11,22,58.9008,17,2,30.2212,7.756,0.245,9.412,0.297,0.02
PTF10acgq ,SNIb      ,0.10466,SDSS      ,        ,12,17,43.9654,66,2,37.4042,12,17,44.5469,66,2,39.8818,4.322,0.246,8.569,0.488,0.02
PTF10achk ,SNIIn     ,0.032699,NED       ,        ,3,5,57.5295,-10,31,21.8982,3,5,57.7843,-10,31,24.2846,4.451,0.081,3.001,0.055,0.05
PTF10acrm ,SNII      ,0.05529,SDSS      ,        ,8,4,0.8895,15,15,22.9525,8,3,59.9465,15,15,15.9214,15.352,0.173,17.035,0.192,0.03
PTF10acrt ,SNII      ,0.0343,GAL.LINES ,        ,1,44,56.9877,38,29,19.2289,1,44,57.6406,38,29,17.2709,7.912,0.16,5.585,0.113,0.04
PTF10acsq ,SNIIn     ,0.174,MATCHING  ,        ,8,1,33.2184,46,45,52.9232,8,1,33.1501,46,45,52.785,0.715,0.203,2.179,0.619,0.06
PTF10ad   ,SNII      ,0.09,MATCHING  ,        ,13,4,1.6448,55,8,7.827,13,4,1.7121,55,8,9.479,1.75,0.434,3.035,0.753,0.01
PTF10bau  ,SNII      ,0.02596,SDSS      ,2010Z   ,9,16,21.3001,17,43,40.4987,9,16,21.674,17,43,38.1562,5.833,0.085,3.148,0.046,0.03
PTF10bfz  ,SLSN-I    ,0.1701,GAL.LINES ,        ,12,54,41.279,15,24,16.9819,12,54,41.2839,15,24,16.6536,0.336,0.159,1.006,0.476,0.02
PTF10bgl  ,SNII      ,0.03063,SDSS      ,        ,10,19,4.6621,46,27,23.4378,10,19,5.1576,46,27,14.7794,10.059,0.136,6.368,0.086,0.01
PTF10bhu  ,SNIc      ,0.03583,SDSS      ,        ,12,55,28.4356,53,34,28.1111,12,55,28.3589,53,34,30.1595,2.159,0.154,1.589,0.113,0.01
PTF10bip  ,SNIc      ,0.0513,GAL.LINES ,        ,12,34,10.5205,8,21,48.6137,12,34,10.4919,8,21,49.8715,1.327,0.247,1.373,0.256,0.02
PTF10bjb  ,SNIIn     ,0.027359,NED       ,        ,12,49,41.8934,-10,48,1.377,12,49,42.4622,-10,47,59.4186,8.607,0.179,4.887,0.102,0.04
PTF10bjp  ,SLSN-I    ,0.3584,GAL.LINES ,        ,10,6,34.2266,67,59,19.2595,10,6,34.3309,67,59,18.8362,0.723,0.283,3.739,1.464,0.05
PTF10bld  ,SNII      ,0.02839,SDSS      ,        ,12,12,16.3828,17,14,45.6814,12,12,16.4583,17,14,47.7492,2.333,0.187,1.373,0.11,0.03
PTF10bwo  ,SNII      ,0.0365,GAL.LINES ,        ,7,45,40.3487,28,17,41.41,7,45,40.4217,28,17,43.3662,2.181,0.109,1.634,0.082,0.03
PTF10bzf  ,SNIc-BL   ,0.049,GAL.LINES ,2010ah  ,11,44,3.0313,55,41,27.4805,11,44,2.9874,55,41,22.4974,4.997,0.17,4.951,0.168,0.01
PTF10cd   ,SNII      ,0.0455,GAL.LINES ,        ,3,0,32.98,36,15,25.43,3,0,32.93,36,15,25.4,0.61,0.0,0.564,0.0,0.18
PTF10ciw  ,SNIc-BL   ,0.1145,GAL.LINES ,        ,12,33,25.4929,14,25,37.1363,12,33,25.575,14,25,38.2818,1.654,0.201,3.547,0.431,0.03
PTF10con  ,SNII      ,0.03299,SDSS      ,        ,16,11,39.1981,0,52,33.3534,16,11,39.2600,0,52,35.620,2.447,0.3,1.664,0.204,0.11
PTF10cqh  ,SNII      ,0.042303,NED       ,        ,16,10,37.6182,-1,43,0.826,16,10,37.0085,-1,43,1.4844,9.166,0.137,7.903,0.118,0.13
PTF10cs   ,SNIc-BL   ,0.1673,GAL.LINES ,        ,2,33,41.5936,34,22,17.4562,2,33,41.4248,34,22,16.8517,2.176,0.152,6.425,0.449,0.05
PTF10cwl  ,SNIIn     ,0.085,MATCHING  ,        ,12,36,22.0947,7,47,37.7833,12,36,22.092,7,47,33.9133,3.87,0.09,6.375,0.148,0.02
PTF10cwr  ,SLSN-I    ,0.2297,GAL.LINES ,2010gx  ,11,25,46.711,-8,49,41.7641,11,25,46.7411,-8,49,41.8807,0.46,0.068,1.742,0.258,0.03
PTF10cwx  ,SNIIn     ,0.075,MATCHING  ,        ,12,33,16.5503,0,3,10.8839,12,33,16.3991,0,3,12.2753,2.661,0.195,3.913,0.287,0.02
PTF10cxq  ,SNII      ,0.0471,GAL.LINES ,        ,13,48,19.2794,13,28,57.5292,13,48,19.2966,13,28,57.7495,0.334,0.172,0.319,0.164,0.02
PTF10cxx  ,SNIIb     ,0.03391,SDSS      ,        ,14,47,27.828,1,55,3.5562,14,47,27.6972,1,55,5.3202,2.638,0.168,1.842,0.117,0.04
PTF10czn  ,SNII      ,0.04535,SDSS      ,        ,14,51,16.2432,15,26,43.67,14,51,17.2692,15,26,47.4284,15.302,0.173,14.092,0.159,0.03
PTF10dk   ,SNIIn     ,0.075,MATCHING  ,        ,5,8,21.5402,0,12,42.8,5,8,21.6104,0,12,42.4804,1.101,0.157,1.619,0.231,0.07
PTF10dvb  ,SNII      ,0.02287,SDSS      ,2010aw  ,17,16,12.2764,31,47,36.3192,17,16,10.6319,31,47,32.4272,21.324,0.125,10.175,0.06,0.03
PTF10ehy  ,SNII      ,0.00809,SDSS      ,        ,13,39,29.7618,46,0,53.6983,13,39,28.9314,46,0,55.5379,8.843,0.204,1.52,0.035,0.01
PTF10eoo  ,cSLSN-IIn ,0.291,MATCHING  ,        ,17,2,41.4944,48,13,59.637,   ,   ,        ,    ,   ,        ,-99.0,-99.0,-99.0,-99.0,0.01
PTF10eqe  ,SNII      ,0.03085,SDSS      ,        ,14,4,34.138,63,43,27.0606,14,4,33.85,63,43,25.8964,2.239,0.165,1.427,0.105,0.02
PTF10eqi  ,SNIb      ,0.02955,SDSS      ,2010av  ,15,6,57.01,56,30,26.7732,15,6,54.6659,56,30,32.4904,20.227,0.174,12.371,0.106,0.02
PTF10eqz  ,SNII      ,0.0295,GAL.LINES ,        ,15,8,10.4723,63,0,40.4899,15,8,9.885,63,0,44.3491,5.557,0.12,3.393,0.073,0.01
PTF10ewc  ,SNIIn     ,0.055,MATCHING  ,        ,14,1,59.1,33,50,11.4547,14,1,59.1597,33,50,8.8811,2.679,0.167,2.958,0.184,0.01
PTF10fbv  ,SNIb      ,0.056963,NED       ,        ,10,7,24.1854,-5,47,47.2852,10,7,23.8665,-5,47,41.4236,7.551,0.146,8.615,0.167,0.03
PTF10fei  ,SNIIn     ,0.095,MATCHING  ,        ,15,8,16.9956,53,35,21.0642,15,8,17.1513,53,35,20.4086,1.534,0.13,2.792,0.237,0.01
PTF10fel  ,SLSN-IIn  ,0.2358,GAL.LINES ,        ,16,27,31.0551,51,21,43.5553,16,27,31.2614,51,21,40.5212,3.597,0.113,13.894,0.436,0.02
PTF10feq  ,SNIb      ,0.02845,SDSS      ,        ,12,12,21.4104,16,58,45.3112,12,12,20.4451,16,58,38.2325,15.552,0.178,9.17,0.105,0.03
PTF10ffx  ,SNII      ,0.0488,GAL.LINES ,        ,15,47,25.7829,51,34,0.6136,15,47,25.7881,51,34,0.8792,0.27,0.19,0.266,0.188,0.01
PTF10fgz  ,SNII      ,0.0113,SDSS      ,        ,14,37,44.519,52,43,33.3476,14,37,44.7033,52,43,33.8891,1.759,0.108,0.421,0.026,0.01
PTF10fhk  ,SNII      ,0.033316,NED       ,        ,7,15,44.2806,49,35,50.0723,7,15,42.9786,49,35,53.0354,13.001,0.066,8.924,0.045,0.07
PTF10fia  ,SNIb      ,0.03821,SDSS      ,        ,8,1,57.3814,33,9,45.351,8,1,57.5411,33,9,52.3084,7.241,0.172,5.667,0.135,0.05
PTF10fjh  ,SNIIn     ,0.030988,SDSS      ,2010bq  ,16,46,55.3668,34,9,35.1911,16,46,56.7687,34,9,19.7816,23.244,0.093,14.882,0.06,0.02
PTF10fjq  ,SNII      ,0.03796,SDSS      ,2018euz ,16,14,33.5025,36,56,39.2201,16,14,33.649,36,56,37.8002,2.258,0.149,1.756,0.116,0.01
PTF10flx  ,SNIIn     ,0.067,MATCHING  ,        ,16,46,58.3183,64,26,48.7658,16,46,58.918,64,26,50.042,4.085,0.11,5.417,0.146,0.03
PTF10fmr  ,SNIIb     ,0.01952,SDSS      ,        ,12,33,24.3446,44,32,15.9158,12,33,23.8847,44,32,25.5944,10.856,0.133,4.439,0.054,0.01
PTF10fmx  ,SNIc      ,0.04464,SDSS      ,        ,14,38,36.6841,52,34,38.7512,14,38,38.2771,52,34,52.3405,19.887,0.261,18.044,0.237,0.01
PTF10fou  ,SNIIn     ,0.042,MATCHING  ,        ,13,55,45.0232,29,52,37.0808,13,55,45.156,29,52,39.0367,2.61,0.158,2.235,0.135,0.01
PTF10fqg  ,SNIIb     ,0.02777,SDSS      ,        ,12,41,49.8622,11,35,28.532,12,41,49.433,11,35,30.2298,6.531,0.184,3.762,0.106,0.03
PTF10fqx  ,SNII      ,0.017,GAL.LINES ,        ,16,46,1.2142,63,28,57.9875,16,46,0.5207,63,29,6.5512,9.742,0.124,3.48,0.044,0.02
PTF10fya  ,SNII      ,0.0358,GAL.LINES ,2010cx  ,13,0,31.4901,41,44,44.169,13,0,31.5265,41,44,44.5024,0.527,0.184,0.388,0.135,0.02
PTF10gki  ,SNII      ,0.02705,SDSS      ,2010ck  ,14,4,11.3268,33,18,21.7829,14,4,10.8837,33,18,28.0498,8.374,0.16,4.702,0.09,0.01
PTF10glp  ,SNII      ,0.079,GAL.LINES ,        ,15,16,8.837,69,11,23.1904,15,16,9.4487,69,11,28.271,6.036,0.216,9.306,0.333,0.02
PTF10gmf  ,SNIIb     ,0.0402,GAL.LINES ,        ,16,3,4.2061,76,6,44.541,16,3,4.0296,76,6,44.9161,0.738,0.071,0.606,0.058,0.02
PTF10gnc  ,SNII      ,0.04613,SDSS      ,        ,12,7,1.3432,25,43,8.193,12,7,1.1314,25,43,13.3482,5.897,0.305,5.519,0.285,0.02
PTF10gqf  ,SNII      ,0.04534,SDSS      ,        ,15,3,52.6996,55,37,37.7915,15,3,50.307,55,37,38.2951,20.268,0.142,18.662,0.131,0.01
PTF10gtn  ,SNII      ,0.073,MATCHING  ,        ,13,16,17.976,38,42,55.6567,13,16,18.2704,38,42,52.0168,5.012,0.176,7.191,0.253,0.01
PTF10gva  ,SNII      ,0.02751,SDSS      ,        ,12,23,55.4056,10,34,50.3803,12,23,55.3821,10,34,48.6822,1.733,0.171,0.989,0.098,0.03
PTF10gvb  ,SNIc-BL   ,0.0979,GAL.LINES ,        ,12,15,32.1724,40,18,10.7662,12,15,32.3464,40,18,10.0379,2.12,0.165,3.962,0.308,0.02
PTF10gvd  ,SNIIn     ,0.071,MATCHING  ,        ,16,53,2.1141,67,0,9.238,16,53,2.2445,67,0,9.4216,0.786,0.136,1.099,0.19,0.04
PTF10gvf  ,SNIIn     ,0.081,NED       ,        ,11,13,45.2365,53,37,44.5523,11,13,45.4137,53,37,44.3312,1.592,0.147,2.511,0.232,0.01
PTF10gxi  ,SNII      ,0.0287,SDSS      ,        ,12,44,33.7228,31,5,5.325,12,44,33.494,31,5,5.793,2.976,0.16,1.77,0.095,0.01
PTF10gym  ,SNII      ,0.072,MATCHING  ,        ,13,46,12.7069,47,2,19.1202,13,46,12.7782,47,2,18.947,0.749,0.203,1.061,0.288,0.02
PTF10hbf  ,SNIIn     ,0.041762,NED       ,        ,12,52,46.7142,-6,55,19.4045,12,52,46.8982,-6,55,17.5843,3.29,0.062,2.802,0.053,0.03
PTF10hcr  ,SNIIn     ,0.036669,NED       ,        ,12,11,59.0837,38,31,45.9415,12,11,59.9797,38,31,50.1841,11.338,0.194,8.531,0.146,0.01
PTF10hdq  ,SNII      ,0.0826,GAL.LINES ,        ,13,0,6.5877,47,39,59.4061,13,0,6.5547,47,39,59.2175,0.383,0.258,0.615,0.414,0.01
PTF10heh  ,SLSN-IIn  ,0.3377,GAL.LINES ,        ,12,48,52.0403,13,26,24.4799,12,48,52.0541,13,26,24.7204,0.313,0.101,1.557,0.503,0.02
PTF10hfe  ,SNIc      ,0.0485,SDSS      ,        ,12,32,5.3469,66,24,24.206,   ,   ,        ,    ,   ,        ,-99.0,-99.0,-99.0,-99.0,0.02
PTF10hgi  ,SLSN-IIb  ,0.0986,GAL.LINES ,2010md  ,16,37,47.0546,6,12,31.8442,16,37,47.0568,6,12,32.0076,0.167,0.166,0.314,0.312,0.07
PTF10hie  ,SNIc      ,0.0668,GAL.LINES ,        ,17,2,27.7096,28,31,57.4925,17,2,27.9108,28,31,57.4244,2.652,0.117,3.507,0.155,0.05
PTF10hif  ,SNIIn     ,0.141,MATCHING  ,        ,17,9,47.068,27,15,40.0324,17,9,47.0408,27,15,42.2028,2.201,0.067,5.641,0.172,0.05
PTF10hlc  ,SNII      ,0.03486,SDSS      ,        ,15,44,18.6235,45,48,15.0491,15,44,18.7311,45,48,13.3258,2.058,0.128,1.475,0.092,0.01
